temp_eau,temp_air,humidite,ph,luminosite,ir,temp_delta,heat_index,ph_deviation,clarity_score,uv_index_est,algae_risk,health_score,status,needs_maintenance
34.98,26.04,71.11,7.54,1014.74,0.174,8.94,29.92,0.135,0.826,10.91,62.26,72.39,Warning,1
26.83,29.04,64.36,6.8,985.82,0.911,-2.21,33.54,0.604,0.089,10.6,66.16,44.25,Danger,1
39.93,35.09,59.36,8.55,24.35,0.834,4.84,42.12,1.152,0.166,0.26,100.0,8.52,Danger,1
32.81,26.22,53.96,6.1,433.54,0.408,6.59,28.27,1.305,0.592,4.66,52.09,53.15,Danger,1
23.44,32.52,50.66,8.49,113.95,0.578,-9.08,36.68,1.091,0.422,1.23,42.83,49.53,Warning,1
29.62,31.58,71.75,7.28,521.19,0.181,-1.96,38.53,0.118,0.819,5.6,36.19,81.06,Normal,0
26.21,34.98,58.26,8.34,435.79,0.236,-8.78,41.74,0.938,0.764,4.69,38.87,66.12,Warning,1
19.0,31.2,84.01,8.31,447.86,0.196,-12.2,39.75,0.907,0.804,4.82,37.16,59.72,Warning,1
19.25,26.98,85.68,7.18,120.59,0.266,-7.73,33.01,0.22,0.734,1.3,21.07,64.07,Normal,0
21.34,34.65,58.48,7.0,246.47,0.823,-13.3,41.25,0.397,0.177,2.65,38.23,47.71,Danger,1
34.25,28.21,35.97,7.32,519.36,0.458,6.04,28.74,0.078,0.542,5.58,60.22,68.56,Warning,1
38.04,38.6,67.88,7.62,659.44,0.288,-0.56,49.87,0.224,0.712,7.09,67.81,54.49,Danger,1
36.85,23.02,88.68,8.55,434.25,0.909,13.83,27.22,1.146,0.091,4.67,100.0,24.78,Danger,1
18.62,25.44,66.75,7.05,963.74,0.255,-6.82,28.58,0.346,0.745,10.36,30.91,61.64,Normal,0
31.97,15.12,77.29,7.13,1000.24,0.691,16.85,15.49,0.268,0.309,10.76,76.71,61.9,Warning,1
20.04,17.65,91.92,8.05,437.44,0.2,2.39,19.75,0.652,0.8,4.7,34.69,67.27,Warning,1
22.43,36.2,79.62,6.88,516.53,0.223,-13.77,47.92,0.516,0.777,5.55,24.84,69.43,Warning,1
39.23,35.79,85.03,7.62,244.54,0.713,3.44,48.21,0.222,0.287,2.63,86.99,36.17,Danger,1
21.89,27.37,71.26,8.21,248.81,0.876,-5.48,31.92,0.806,0.124,2.68,51.17,38.93,Danger,1
23.97,20.85,82.27,7.06,494.52,0.223,3.11,23.53,0.338,0.777,5.32,25.68,77.54,Normal,0
35.18,25.18,91.43,6.09,136.0,0.589,10.0,30.82,1.308,0.411,1.46,70.74,36.52,Danger,1
23.52,31.62,50.7,7.66,674.49,0.973,-8.11,35.38,0.262,0.027,7.25,53.42,41.69,Danger,1
32.26,32.34,50.64,6.76,1010.59,0.207,-0.08,36.41,0.641,0.793,10.87,54.79,71.21,Danger,1
21.22,39.13,42.07,8.9,701.77,0.09,-17.91,44.87,1.501,0.91,7.55,46.23,55.65,Danger,1
31.28,25.13,46.95,8.16,758.41,0.327,6.15,26.06,0.756,0.673,8.15,60.14,66.75,Warning,1
23.91,17.1,68.99,6.32,283.03,0.507,6.82,17.52,1.079,0.493,3.04,26.37,55.85,Danger,1
22.73,36.1,65.55,8.52,594.61,0.483,-13.37,44.97,1.119,0.517,6.39,50.11,47.75,Danger,1
35.43,20.91,45.74,8.52,758.24,0.613,14.52,20.63,1.125,0.387,8.15,93.22,34.01,Danger,1
20.8,30.0,78.51,7.39,17.69,0.184,-9.2,36.95,0.008,0.816,0.19,12.01,76.35,Normal,0
33.27,16.0,32.82,6.78,85.42,0.542,17.27,13.97,0.616,0.458,0.92,51.33,55.86,Danger,1
32.26,38.32,93.08,8.85,279.65,0.029,-6.06,54.94,1.445,0.971,3.01,69.65,59.31,Danger,1
33.59,16.79,53.38,6.89,224.39,0.706,16.79,16.16,0.506,0.294,2.41,61.83,56.06,Warning,1
29.78,42.32,36.7,6.45,392.27,0.656,-12.54,48.38,0.951,0.344,4.22,52.01,60.93,Danger,1
19.63,43.75,49.83,7.08,637.97,0.945,-24.12,54.46,0.323,0.055,6.86,51.53,37.65,Danger,1
39.01,20.63,70.22,8.49,520.73,0.362,18.38,22.25,1.087,0.638,5.6,87.98,30.3,Danger,1
21.1,27.33,86.77,8.7,1002.93,0.885,-6.23,33.7,1.301,0.115,10.78,87.88,27.03,Danger,1
38.45,27.85,72.36,7.18,832.38,0.576,10.61,32.76,0.217,0.424,8.95,85.48,47.52,Danger,1
22.26,20.55,58.62,6.01,708.79,0.296,1.71,21.22,1.386,0.704,7.62,27.08,55.14,Danger,1
19.54,20.12,70.49,6.92,219.66,0.229,-0.58,21.58,0.483,0.771,2.36,14.12,62.25,Normal,1
31.7,20.03,53.58,8.06,525.49,0.597,11.67,20.16,0.664,0.403,5.65,64.89,59.11,Warning,1
38.52,27.42,48.65,8.71,670.36,0.614,11.1,29.26,1.313,0.386,7.21,100.0,22.73,Danger,1
19.29,40.13,74.06,7.08,262.25,0.105,-20.84,54.21,0.32,0.895,2.82,11.86,67.93,Normal,0
21.12,22.78,74.92,8.13,164.47,0.814,-1.66,25.62,0.73,0.186,1.77,46.82,41.22,Danger,1
36.67,17.62,32.78,7.91,153.47,0.525,19.05,15.79,0.511,0.475,1.65,65.07,49.01,Danger,1
35.16,41.99,84.53,8.88,923.87,0.444,-6.83,60.74,1.475,0.556,9.93,100.0,34.07,Danger,1
37.72,42.81,93.23,8.3,206.63,0.945,-5.09,65.01,0.905,0.055,2.22,100.0,17.34,Danger,1
32.65,40.72,66.48,8.83,96.1,0.864,-8.06,53.46,1.432,0.136,1.03,88.4,34.64,Danger,1
25.46,19.06,61.14,6.7,973.97,0.559,6.4,19.5,0.703,0.441,10.47,47.7,59.23,Danger,1
24.12,15.78,80.42,8.11,558.04,0.815,8.34,16.53,0.707,0.185,6.0,57.85,43.71,Danger,1
30.93,43.98,76.78,8.03,369.73,0.002,-13.04,62.91,0.631,0.998,3.98,38.0,85.86,Warning,1
34.81,36.3,51.52,7.88,199.78,0.264,-1.49,42.52,0.477,0.736,2.15,49.18,70.14,Warning,1
27.09,22.35,61.66,7.16,746.31,0.962,4.74,23.83,0.239,0.038,8.02,63.8,49.41,Danger,1
31.01,25.95,66.7,6.96,1.12,0.866,5.06,29.3,0.442,0.134,0.01,55.68,55.68,Danger,1
28.83,17.51,84.41,6.51,420.07,0.84,11.32,19.06,0.889,0.16,4.52,64.33,50.36,Danger,1
38.49,21.28,76.49,8.93,562.25,0.692,17.21,23.65,1.534,0.308,6.05,100.0,17.29,Danger,1
34.53,42.27,75.7,8.81,602.19,0.577,-7.74,58.95,1.408,0.423,6.48,95.67,33.77,Danger,1
33.61,41.46,72.01,6.7,556.62,0.756,-7.85,56.32,0.701,0.244,5.99,72.05,50.75,Danger,1
21.45,18.82,56.84,6.38,1002.98,0.424,2.62,18.89,1.023,0.576,10.78,38.54,52.66,Danger,1
23.0,28.47,94.01,7.47,9.03,0.243,-5.48,36.49,0.066,0.757,0.1,21.9,73.88,Normal,0
39.76,21.31,69.99,6.23,590.72,0.126,18.44,23.16,1.169,0.874,6.35,65.02,40.96,Danger,1
38.67,20.19,60.08,6.31,346.94,0.065,18.48,20.87,1.094,0.935,3.73,54.08,50.16,Danger,1
39.78,16.34,85.83,6.23,541.16,0.452,23.45,17.59,1.168,0.548,5.82,84.99,30.79,Danger,1
22.38,20.39,78.67,8.18,715.26,0.026,1.99,22.59,0.777,0.974,7.69,30.19,69.79,Warning,1
36.48,33.03,69.14,6.89,266.16,0.947,3.45,40.48,0.512,0.053,2.86,81.02,41.09,Danger,1
20.79,43.13,67.85,7.0,406.27,0.725,-22.34,58.53,0.4,0.275,4.37,37.75,50.31,Warning,1
30.73,36.31,42.7,8.83,364.36,0.419,-5.58,40.8,1.433,0.581,3.92,70.63,49.62,Danger,1
31.39,28.2,72.23,8.71,818.69,0.824,3.19,33.29,1.308,0.176,8.8,96.59,36.06,Danger,1
27.23,31.61,32.87,8.31,330.9,0.283,-4.39,32.64,0.909,0.717,3.56,40.84,68.29,Warning,1
24.23,25.14,69.31,7.75,261.59,0.206,-0.91,28.43,0.351,0.794,2.81,14.59,76.91,Normal,0
20.04,30.38,63.84,7.72,906.02,0.624,-10.34,35.49,0.322,0.376,9.74,44.44,47.01,Warning,1
37.17,21.44,45.68,7.03,400.52,0.553,15.73,21.28,0.366,0.447,4.31,70.24,45.91,Danger,1
22.89,26.44,73.68,8.06,998.57,0.202,-3.55,30.8,0.664,0.798,10.74,38.02,65.75,Warning,1
39.22,35.7,68.5,7.62,77.25,0.893,3.52,44.86,0.219,0.107,0.83,83.06,31.66,Danger,1
30.58,31.19,55.47,6.76,772.69,0.51,-0.61,35.47,0.636,0.49,8.31,56.73,62.72,Danger,1
26.78,42.86,54.3,7.24,638.31,0.802,-16.08,54.16,0.16,0.198,6.86,54.13,58.76,Danger,1
36.7,18.42,90.1,8.71,531.09,0.625,18.28,20.7,1.312,0.375,5.71,100.0,26.77,Danger,1
27.85,21.08,31.43,8.94,265.11,0.593,6.77,19.67,1.543,0.407,2.85,69.56,44.31,Danger,1
26.15,26.93,51.78,7.91,983.04,0.429,-0.78,28.98,0.512,0.571,10.57,47.55,69.72,Warning,0
32.69,33.21,45.41,6.19,871.53,0.574,-0.52,36.82,1.211,0.426,9.37,67.78,51.22,Danger,1
35.86,24.32,80.94,6.98,942.06,0.268,11.55,28.42,0.416,0.732,10.13,72.04,60.12,Danger,1
33.36,19.89,91.71,7.97,236.17,0.209,13.47,22.89,0.567,0.791,2.54,56.53,69.46,Warning,0
31.37,41.81,37.16,8.78,532.01,0.668,-10.44,47.73,1.376,0.332,5.72,84.7,36.16,Danger,1
19.3,43.74,94.65,7.09,965.58,0.168,-24.44,67.66,0.306,0.832,10.38,39.8,66.14,Normal,0
19.61,26.74,33.4,7.18,141.57,0.731,-7.13,26.6,0.216,0.269,1.52,32.27,55.4,Warning,1
33.13,21.01,79.85,6.75,776.96,0.567,12.12,23.56,0.651,0.433,8.35,71.72,59.3,Danger,1
19.84,39.83,91.08,8.0,986.73,0.934,-19.99,57.7,0.598,0.066,10.61,74.07,36.01,Danger,1
34.09,25.48,61.69,6.47,997.2,0.726,8.61,28.09,0.929,0.274,10.72,80.75,41.69,Danger,1
26.17,27.67,78.59,8.78,328.83,0.473,-1.5,33.26,1.377,0.527,3.54,61.21,45.68,Danger,1
26.65,30.13,36.87,6.5,410.33,0.915,-3.47,31.31,0.897,0.085,4.41,53.38,49.37,Danger,1
23.5,37.29,91.69,7.38,8.8,0.688,-13.79,52.5,0.023,0.312,0.09,38.56,60.38,Warning,1
32.82,23.33,30.16,7.03,721.0,0.393,9.49,22.18,0.367,0.607,7.75,57.69,65.09,Warning,0
28.21,37.57,37.76,8.08,682.69,0.371,-9.36,41.6,0.675,0.629,7.34,49.02,66.47,Warning,1
37.68,24.48,32.02,6.92,209.43,0.547,13.2,23.72,0.475,0.453,2.25,67.44,47.54,Danger,1
37.15,24.17,57.86,6.11,556.68,0.063,12.97,25.92,1.29,0.937,5.99,53.95,50.13,Danger,1
37.07,21.43,75.46,7.7,819.79,0.476,15.65,23.77,0.304,0.524,8.81,78.6,47.78,Danger,1
32.08,17.41,68.0,6.64,700.69,0.828,14.67,17.86,0.762,0.172,7.53,72.42,51.05,Danger,1
26.81,37.01,40.64,7.7,687.29,0.355,-10.2,41.39,0.3,0.645,7.39,37.39,71.14,Normal,0
29.23,33.81,39.16,6.07,51.92,0.904,-4.58,36.59,1.331,0.096,0.56,52.98,41.8,Danger,1
35.77,20.99,64.15,8.39,690.19,0.116,14.78,22.24,0.988,0.884,7.42,69.47,56.62,Danger,1
21.78,42.03,61.5,7.12,566.39,0.981,-20.25,54.63,0.281,0.019,6.09,51.44,46.84,Danger,1
34.65,25.03,37.61,7.27,561.37,0.206,9.62,24.96,0.134,0.794,6.04,52.27,72.42,Warning,1
31.98,32.29,77.01,8.51,418.55,0.423,-0.31,40.53,1.109,0.577,4.5,71.11,61.96,Danger,1
30.46,18.25,50.32,6.52,394.73,0.973,12.21,17.72,0.884,0.027,4.24,66.8,49.45,Danger,1
27.45,31.98,73.49,7.3,458.01,0.701,-4.53,39.45,0.095,0.299,4.92,49.99,64.75,Warning,1
29.88,31.42,79.19,8.95,814.06,0.504,-1.54,39.4,1.548,0.496,8.75,88.6,45.05,Danger,1
30.94,40.03,90.61,8.48,193.31,0.713,-9.09,58.03,1.076,0.287,2.08,80.69,46.57,Warning,1
32.98,35.57,62.51,7.91,301.15,0.089,-2.59,43.5,0.511,0.911,3.24,39.75,74.91,Warning,0
38.75,40.7,51.7,6.28,286.58,0.843,-1.96,49.72,1.119,0.157,3.08,84.12,18.99,Danger,1
39.27,25.28,65.85,8.37,239.37,0.964,13.99,28.26,0.97,0.036,2.57,100.0,12.71,Danger,1
18.17,15.75,87.34,7.94,780.62,0.784,2.42,16.9,0.536,0.216,8.39,60.22,35.86,Warning,1
35.57,43.13,41.19,8.29,314.87,0.321,-7.56,50.9,0.892,0.679,3.39,66.65,54.13,Danger,1
37.0,15.66,58.21,8.04,112.96,0.792,21.34,15.07,0.64,0.208,1.21,79.13,32.39,Danger,1
20.0,19.59,93.32,6.59,80.76,0.952,0.41,22.59,0.806,0.048,0.87,51.48,32.44,Danger,1
32.43,31.54,89.75,7.97,673.54,0.844,0.88,41.22,0.567,0.156,7.24,87.55,48.16,Danger,1
29.08,26.69,62.7,7.57,369.13,0.448,2.39,29.91,0.167,0.552,3.97,41.11,74.8,Warning,0
27.16,15.77,48.4,6.7,811.83,0.449,11.4,14.62,0.705,0.551,8.73,44.92,64.37,Danger,1
35.84,15.58,41.33,8.48,563.32,0.774,20.26,13.98,1.081,0.226,6.06,95.59,28.83,Danger,1
38.72,16.9,81.95,8.13,211.79,0.932,21.82,18.1,0.726,0.068,2.28,100.0,22.39,Danger,1
37.53,33.15,64.24,6.48,935.36,0.557,4.37,39.87,0.921,0.443,10.06,82.96,36.09,Danger,1
18.4,38.33,40.53,7.8,696.75,0.279,-19.93,43.31,0.396,0.721,7.49,26.16,62.19,Normal,0
23.29,43.39,85.91,6.86,540.98,0.501,-20.1,64.28,0.536,0.499,5.82,39.61,55.71,Warning,1
26.67,31.87,90.37,6.49,563.15,0.106,-5.2,41.89,0.912,0.894,6.06,34.53,66.29,Danger,1
26.05,44.03,57.0,6.41,853.18,0.821,-17.98,57.1,0.991,0.179,9.17,57.32,43.43,Danger,1
34.47,22.94,71.73,6.11,201.42,0.932,11.53,25.55,1.286,0.068,2.17,73.91,26.97,Danger,1
23.07,18.34,91.68,6.34,262.98,0.183,4.73,20.71,1.063,0.817,2.83,23.8,63.67,Danger,1
24.91,44.23,52.22,7.51,763.09,0.551,-19.31,56.02,0.113,0.449,8.21,41.19,61.9,Warning,1
32.56,33.26,72.23,8.4,726.53,0.792,-0.7,41.38,0.997,0.208,7.81,89.01,40.81,Warning,1
32.91,37.11,49.5,8.62,311.72,0.244,-4.2,43.38,1.224,0.756,3.35,63.78,64.24,Danger,1
23.43,27.47,53.91,8.69,465.71,0.694,-4.03,29.96,1.294,0.306,5.01,60.14,39.31,Danger,1
31.81,43.31,82.16,7.2,972.68,0.525,-11.5,63.02,0.199,0.475,10.46,71.42,65.57,Warning,1
23.72,33.65,40.19,7.75,369.91,0.534,-9.93,36.55,0.352,0.466,3.98,29.33,64.34,Warning,1
36.67,25.86,39.11,7.31,497.36,0.637,10.81,26.15,0.086,0.363,5.35,74.19,51.75,Danger,1
18.96,41.15,59.67,6.23,790.6,0.66,-22.19,52.52,1.169,0.34,8.5,43.41,35.22,Danger,1
27.39,27.31,64.86,6.15,305.83,0.988,0.08,31.06,1.248,0.012,3.29,56.27,41.48,Danger,1
27.22,21.67,78.44,6.78,166.1,0.155,5.55,24.36,0.619,0.845,1.79,23.62,82.02,Danger,1
32.14,17.09,37.48,7.9,584.25,0.686,15.05,15.5,0.502,0.314,6.28,66.97,55.76,Warning,1
33.98,43.08,69.07,6.59,695.17,0.343,-9.1,58.78,0.812,0.657,7.47,58.63,61.12,Danger,1
24.65,42.17,56.72,8.59,520.36,0.517,-17.52,53.59,1.194,0.483,5.6,53.67,49.29,Danger,1
32.02,18.23,61.12,6.78,401.41,0.537,13.78,18.45,0.619,0.463,4.32,54.16,63.2,Danger,1
24.26,44.69,33.73,6.96,328.81,0.379,-20.43,51.14,0.442,0.621,3.54,23.03,66.95,Normal,1
23.45,28.81,71.92,6.97,970.59,0.98,-5.36,34.18,0.433,0.02,10.44,61.02,45.0,Danger,1
25.56,21.24,42.14,7.47,576.8,0.426,4.32,20.74,0.073,0.574,6.2,34.12,73.61,Warning,0
24.13,44.76,90.04,6.23,671.65,0.457,-20.63,68.77,1.172,0.543,7.22,43.13,52.78,Danger,1
31.13,41.68,34.35,7.05,1008.16,0.182,-10.54,46.78,0.351,0.818,10.84,50.37,79.24,Normal,0
34.04,38.32,73.7,8.33,709.68,0.136,-4.29,50.65,0.929,0.864,7.63,65.87,57.81,Warning,1
35.09,40.97,46.01,6.38,799.06,0.257,-5.87,48.7,1.018,0.743,8.59,60.72,56.2,Danger,1
36.15,30.18,51.23,6.03,36.14,0.793,5.97,33.4,1.366,0.207,0.39,68.95,24.03,Danger,1
21.29,25.76,40.74,6.34,282.66,0.55,-4.46,26.2,1.061,0.45,3.04,28.06,51.52,Danger,1
25.56,29.34,57.3,6.39,39.76,0.035,-3.78,33.04,1.014,0.965,0.43,6.96,73.11,Danger,1
33.81,18.94,81.15,8.15,4.03,0.027,14.88,20.79,0.747,0.973,0.04,44.85,70.06,Warning,1
19.23,30.94,32.58,8.41,504.3,0.728,-11.71,31.74,1.008,0.272,5.42,55.16,34.49,Warning,1
29.15,42.76,94.37,7.08,128.76,0.363,-13.61,65.22,0.322,0.637,1.38,44.93,79.94,Normal,0
29.68,26.35,61.23,8.29,280.32,0.537,3.33,29.26,0.89,0.463,3.01,56.81,61.36,Warning,1
35.27,34.19,30.55,7.98,174.08,0.724,1.08,35.59,0.58,0.276,1.87,71.03,49.18,Danger,1
26.83,35.82,85.68,8.34,557.92,0.723,-8.99,48.39,0.936,0.277,6.0,70.65,45.5,Warning,1
35.36,39.87,38.92,6.71,276.2,0.166,-4.51,45.24,0.686,0.834,2.97,46.66,64.41,Danger,1
22.25,32.87,36.61,6.81,680.83,0.399,-10.62,34.88,0.59,0.601,7.32,30.58,60.09,Warning,1
35.55,44.54,66.73,6.24,105.27,0.969,-8.98,61.05,1.163,0.031,1.13,75.67,28.08,Danger,1
34.55,35.27,41.68,7.35,816.44,0.866,-0.72,39.09,0.055,0.134,8.78,83.88,45.71,Danger,1
31.11,19.71,92.29,6.76,743.35,0.231,11.4,22.69,0.643,0.769,7.99,57.71,66.46,Danger,1
32.5,24.85,83.22,8.66,874.74,0.331,7.65,29.45,1.256,0.669,9.41,85.57,50.46,Danger,1
30.31,32.78,61.03,7.8,138.77,0.409,-2.47,38.75,0.401,0.591,1.49,38.28,73.64,Warning,0
24.16,18.83,43.81,8.35,562.48,0.024,5.33,17.97,0.946,0.976,6.05,27.17,74.47,Warning,1
38.01,41.41,83.5,8.98,599.89,0.963,-3.4,59.23,1.577,0.037,6.45,100.0,8.41,Danger,1
24.89,40.9,81.51,8.33,916.9,0.384,-16.01,57.63,0.927,0.616,9.86,56.7,56.02,Warning,1
32.08,37.13,87.18,8.63,737.93,0.957,-5.05,51.25,1.228,0.043,7.93,100.0,32.07,Danger,1
38.91,16.93,66.12,6.27,581.06,0.39,21.98,17.12,1.129,0.61,6.25,72.82,40.27,Danger,1
32.26,36.94,41.32,8.08,183.17,0.137,-4.68,41.43,0.683,0.863,1.97,41.29,77.24,Warning,1
31.18,38.36,68.8,8.43,605.08,0.797,-7.18,49.64,1.028,0.203,6.51,82.15,38.72,Warning,1
26.6,19.5,38.8,7.79,559.69,0.184,7.1,18.39,0.392,0.816,6.02,27.21,80.05,Normal,0
39.05,22.6,43.45,6.64,396.33,0.853,16.45,22.52,0.758,0.147,4.26,87.8,19.64,Danger,1
19.49,29.19,35.87,7.22,412.8,0.648,-9.7,29.97,0.181,0.352,4.44,34.81,55.65,Warning,1
37.24,15.49,80.31,6.07,311.29,0.88,21.76,16.14,1.332,0.12,3.35,86.77,22.79,Danger,1
21.78,29.72,76.92,8.81,648.91,0.025,-7.94,36.29,1.412,0.975,6.98,43.7,48.36,Danger,1
19.05,32.96,80.5,6.11,801.61,0.706,-13.9,42.24,1.292,0.294,8.62,50.74,31.31,Danger,1
23.38,26.81,37.78,6.72,309.75,0.319,-3.42,27.19,0.683,0.681,3.33,19.44,64.21,Danger,1
22.15,42.04,80.95,7.03,969.44,0.239,-19.89,59.91,0.367,0.761,10.42,35.88,67.47,Normal,0
35.9,28.29,45.25,7.11,512.24,0.621,7.61,30.01,0.294,0.379,5.51,71.53,49.16,Danger,1
27.49,22.92,64.8,6.66,887.48,0.747,4.57,24.88,0.742,0.253,9.54,59.45,51.83,Danger,1
34.44,15.21,52.39,7.32,480.6,0.749,19.23,14.19,0.079,0.251,5.17,71.6,58.93,Warning,1
26.36,25.52,69.68,6.84,144.6,0.962,0.84,29.01,0.556,0.038,1.55,48.65,51.91,Danger,1
39.09,21.53,31.16,7.31,955.08,0.138,17.55,20.17,0.088,0.862,10.27,71.33,61.87,Danger,1
19.52,37.95,81.09,8.09,54.52,0.723,-18.43,51.56,0.686,0.277,0.59,42.8,40.81,Warning,1
21.47,23.85,62.57,6.99,992.05,0.475,-2.38,25.94,0.411,0.525,10.67,40.32,52.06,Warning,1
32.81,34.52,30.16,7.86,249.38,0.375,-1.71,35.94,0.455,0.625,2.68,48.19,75.76,Warning,0
30.26,26.06,40.88,7.52,326.71,0.913,4.2,26.6,0.116,0.087,3.51,62.33,56.33,Danger,1
37.05,26.71,83.78,6.17,304.98,0.078,10.35,32.36,1.23,0.922,3.28,55.73,54.2,Danger,1
38.21,36.51,70.63,7.6,582.65,0.639,1.71,46.69,0.197,0.361,6.27,81.04,38.53,Danger,1
31.13,37.46,48.26,8.93,32.63,0.387,-6.33,43.66,1.53,0.613,0.35,65.82,52.09,Danger,1
21.97,19.24,53.75,7.28,954.86,0.836,2.73,19.19,0.115,0.164,10.27,53.98,55.39,Danger,1
39.41,34.27,86.79,6.74,500.21,0.03,5.14,45.67,0.662,0.97,5.38,66.56,54.15,Danger,1
33.52,18.55,65.61,8.09,32.98,0.449,14.97,19.16,0.688,0.551,0.35,54.42,63.22,Warning,1
37.57,23.98,93.32,8.53,665.6,0.392,13.6,29.13,1.134,0.608,7.16,100.0,35.57,Danger,1
35.96,24.1,94.53,8.73,496.67,0.723,11.86,29.44,1.326,0.277,5.34,100.0,25.21,Danger,1
34.74,39.81,31.51,6.24,344.21,0.918,-5.07,43.37,1.163,0.082,3.7,76.33,30.71,Danger,1
37.53,28.87,48.78,8.7,573.57,0.36,8.65,31.25,1.302,0.64,6.17,89.88,37.16,Danger,1
20.44,19.18,53.71,7.82,314.66,0.066,1.26,19.11,0.422,0.934,3.38,9.94,75.0,Normal,0
26.99,44.77,55.54,6.27,594.48,0.92,-17.78,58.05,1.132,0.08,6.39,58.54,44.1,Danger,1
36.4,42.85,71.38,8.98,34.05,0.835,-6.45,58.95,1.585,0.165,0.37,100.0,21.69,Danger,1
38.17,29.35,81.2,6.59,617.0,0.359,8.82,36.26,0.815,0.641,6.63,75.72,46.2,Danger,1
32.86,25.41,44.06,6.97,679.23,0.677,7.45,26.12,0.435,0.323,7.3,68.27,63.07,Warning,1
20.78,39.56,74.73,6.09,343.32,0.467,-18.77,53.25,1.308,0.533,3.69,28.42,50.64,Danger,1
20.58,21.22,31.6,6.28,272.43,0.82,-0.64,19.84,1.121,0.18,2.93,38.66,34.62,Danger,1
27.34,34.86,65.2,6.39,227.74,0.223,-7.53,42.83,1.005,0.777,2.45,23.82,73.64,Danger,1
28.16,26.63,66.18,8.91,321.42,0.52,1.53,30.22,1.51,0.48,3.46,67.95,50.31,Danger,1
33.77,36.91,77.39,6.6,459.42,0.811,-3.14,48.79,0.795,0.189,4.94,75.32,43.04,Danger,1
39.65,25.94,62.35,7.42,443.64,0.846,13.71,28.82,0.024,0.154,4.77,90.33,33.82,Danger,1
30.49,33.56,85.33,7.83,982.1,0.872,-3.07,44.12,0.428,0.128,10.56,83.83,46.82,Danger,1
36.92,43.75,46.72,7.83,288.29,0.65,-6.84,53.55,0.431,0.35,3.1,71.7,41.68,Danger,1
34.15,27.59,68.17,6.08,711.44,0.496,6.56,31.87,1.322,0.504,7.65,65.6,45.7,Danger,1
24.94,19.37,58.3,8.83,233.03,0.676,5.57,19.69,1.432,0.324,2.51,60.68,39.01,Danger,1
33.8,22.15,59.35,7.1,115.44,0.346,11.65,23.37,0.297,0.654,1.24,45.7,63.08,Warning,0
29.49,44.17,60.55,8.74,472.17,0.108,-14.68,58.44,1.343,0.892,5.08,54.5,64.62,Danger,1
26.97,24.76,86.28,8.04,591.61,0.491,2.2,29.63,0.636,0.509,6.36,55.31,64.12,Warning,1
31.47,18.74,40.56,6.91,175.12,0.677,12.73,17.62,0.491,0.323,1.88,53.25,61.05,Warning,1
21.52,42.08,94.84,7.46,506.76,0.773,-20.55,63.74,0.063,0.227,5.45,54.25,51.17,Warning,1
27.39,17.99,56.06,8.95,770.97,0.985,9.4,17.8,1.551,0.015,8.29,94.95,23.62,Danger,1
31.38,37.63,72.84,7.39,299.27,0.52,-6.25,49.17,0.008,0.48,3.22,50.8,74.7,Warning,1
28.71,19.38,66.75,6.74,300.36,0.499,9.32,20.33,0.664,0.501,3.23,40.54,63.97,Danger,1
39.17,28.41,52.9,6.09,862.65,0.626,10.76,31.14,1.312,0.374,9.28,89.1,24.89,Danger,1
23.4,37.35,91.46,7.14,137.98,0.109,-13.95,52.58,0.258,0.891,1.48,18.06,80.35,Normal,0
34.37,44.44,94.53,8.35,165.91,0.978,-10.07,69.36,0.953,0.022,1.78,99.86,24.25,Danger,1
25.34,35.62,33.19,8.48,1020.24,0.775,-10.28,37.97,1.077,0.225,10.97,73.89,39.27,Warning,1
26.59,16.98,81.52,7.79,930.25,0.116,9.61,18.17,0.391,0.884,10.0,38.17,81.51,Normal,0
25.93,35.5,81.2,8.88,302.2,0.494,-9.56,46.93,1.483,0.506,3.25,64.73,46.02,Danger,1
26.23,32.81,60.6,7.09,638.43,0.829,-6.59,38.73,0.307,0.171,6.86,53.56,60.4,Danger,1
25.54,36.15,80.57,8.48,214.15,0.539,-10.6,48.01,1.076,0.461,2.3,52.99,52.46,Warning,1
26.62,27.9,94.01,6.34,721.83,0.85,-1.27,35.52,1.061,0.15,7.76,69.41,40.97,Danger,1
33.72,29.09,85.44,8.72,892.55,0.064,4.63,36.41,1.322,0.936,9.6,81.7,56.38,Danger,1
38.27,33.64,69.06,6.14,875.72,0.046,4.63,41.48,1.265,0.954,9.42,63.51,50.86,Danger,1
38.37,43.49,94.47,7.43,181.51,0.488,-5.12,67.01,0.029,0.512,1.95,78.76,51.54,Danger,1
37.2,31.82,56.29,6.24,414.56,0.866,5.38,36.53,1.161,0.134,4.46,83.15,22.33,Danger,1
19.81,19.8,55.5,6.3,955.52,0.652,0.02,20.02,1.096,0.348,10.27,46.64,36.56,Danger,1
35.34,26.05,45.92,7.71,13.68,0.465,9.29,27.15,0.31,0.535,0.15,52.92,55.43,Danger,1
38.42,25.28,71.76,6.68,573.1,0.254,13.14,28.88,0.72,0.746,6.16,66.62,53.38,Danger,1
21.78,43.24,87.65,7.01,794.53,0.096,-21.46,64.43,0.389,0.904,8.54,29.73,68.8,Normal,0
24.21,19.07,74.08,7.41,542.33,0.521,5.14,20.45,0.009,0.479,5.83,35.17,72.44,Warning,1
